,PB23-220608-131619,PB24-220608-122638,PB33-220620-115414,PB39-220629-105034,PB391-220829-111452,PB44-220829-121005,PB61-221024-110730,PB62-221024-120029,PB64-221024-143444,PB70-221024-134346,PB23-220601-142444,PB24-220601-133332,PB33-220614-133339,PB39-220627-104923,PB391-220826-104731,PB44-220826-113745,PB61-221022-094209,PB62-221022-103215,PB64-221022-112221,PB70-221022-121226,PB39-220705-114000,PB391-220902-105101,PB44-220902-114732,PB61-221027-091856,PB62-221027-100635,PB70-221027-114604,PB23-220603-132442,PB24-220603-123453,PB33-220616-112230,PB26-220608-113244,PB27-220608-104154,PB30-220620-100529,PB31-220620-105832,PB46-220926-133715,PB48-220926-121542,PB71-221123-113609,PB72-221123-122441,PB73-221123-131413,PB75-221123-140659,PB26-220601-113859,PB27-220601-104408,PB30-220614-104707,PB31-220614-113720,PB46-220922-132610,PB48-220922-123633,PB71-221121-112814,PB72-221121-121640,PB73-221121-130541,PB75-221121-144718,PB46-220930-111138,PB48-220930-120525,PB71-221130-125512,PB72-221130-134630,PB26-220603-105230,PB27-220603-100206,PB30-220616-092859,PB31-220616-101753
20,1105.91574016,1075.95186176,1105.63540992,1113.13666048,1158.69089792,1100.23426048,1147.34104576,1093.30481152,1130.55039488,1098.82212352,1126.12360192,1121.26836736,1159.73619712,1132.43242496,1086.210048,1129.08435456,1107.60935424,1097.16258816,1120.94101504,1090.05651968,1104.98430976,1103.02920704,1091.57646336,1067.0063616,1108.95235072,1095.14162176,1110.95447552,1125.90635008,1061.56556288,1102.40710656,1084.33915904,1103.37687552,1086.1715456,1070.9393408,1038.62632448,1091.63937792,1101.139968,1064.710144,1117.48841472,1131.8591488,1117.18121472,1091.1121408,1010.51301888,1091.16440576,1127.33519872,1115.74040576,1091.694592,1096.24819712,1138.09686528,1106.20672,1115.98174208,1151.5142144,1101.33313536,1048.54700032,1086.67895808,1106.59895296,1105.58363648
21,1155.92527872,1130.96146944,1160.6450176,1163.14636288,1203.70020352,1155.24370432,1197.35058432,1138.3144448,1180.56009728,1158.83180032,1171.13307136,1166.27816448,1204.7458304,1177.44205824,1131.21968128,1174.093824,1152.61898752,1152.17219584,1165.95064832,1135.06615296,1149.9937792,1153.0387456,1146.5859072,1117.016064,1158.96205312,1150.1510656,1170.96398848,1185.91602688,1116.57517056,1157.4165504,1144.348672,1153.38641408,1146.1812224,1130.94885376,1098.63583744,1136.6490112,1151.1496704,1114.7198464,1172.49818624,1191.86866176,1167.19108096,1146.12158464,1055.52265216,1151.17408256,1177.34490112,1170.7498496,1151.7042688,1141.2578304,1183.1066624,1161.21632768,1160.99137536,1201.5239168,1146.34276864,1108.55667712,1146.68863488,1156.60865536,1160.59308032
22,1200.934912,1175.97110272,1215.65478912,1223.15587584,1258.70997504,1205.25340672,1247.36028672,1198.32395776,1225.56973056,1203.84159744,1231.14274816,1221.28760832,1254.7555328,1237.45173504,1186.22928896,1234.1035008,1202.62868992,1202.18189824,1225.96016128,1190.07576064,1205.00338688,1213.04825856,1196.5956096,1167.0257664,1218.97156608,1200.160768,1215.9737856,1230.92566016,1171.58477824,1212.42632192,1204.3583488,1198.39637504,1206.1908992,1175.95865088,1148.64553984,1181.65880832,1201.15920896,1164.7295488,1232.50753536,1236.87829504,1217.20045568,1206.13126144,1105.53235456,1211.18359552,1232.3545088,1220.75971584,1196.71373824,1186.26746368,1243.11601152,1221.22600448,1216.00098304,1261.53342976,1206.35244544,1153.56647424,1206.69814784,1206.61819392,1210.60278272
23,1245.94454528,1235.98077952,1265.66432768,1278.16548352,1303.71960832,1255.26294528,1302.36973056,1243.33359104,1270.57952768,1263.85094656,1286.15235584,1266.2972416,1299.76516608,1282.46136832,1236.23899136,1289.11310848,1262.63820288,1257.19150592,1275.96986368,1235.08555776,1255.01292544,1263.05779712,1251.60505344,1227.0354432,1278.98107904,1250.2704128,1265.983488,1285.93543168,1221.59448064,1272.43583488,1249.36798208,1258.40572416,1251.20036864,1230.96825856,1198.6550784,1236.66825216,1261.16888576,1224.73906176,1292.51721216,1281.88809216,1272.2102272,1261.14086912,1165.54186752,1261.19329792,1292.36402176,1275.76915968,1256.72341504,1231.27709696,1288.12580864,1281.23551744,1266.01068544,1316.54303744,1266.3619584,1208.57608192,1261.70775552,1266.62770688,1260.61248512
24,1300.9543168,1295.99029248,1325.67384064,1323.1751168,1363.72895744,1305.27248384,1352.37943296,1303.34326784,1320.58906624,1318.86071808,1341.16196352,1316.30710784,1344.77479936,1342.47088128,1291.2484352,1344.12255232,1322.64787968,1312.20127744,1335.97937664,1290.09516544,1310.02253312,1318.0674048,1301.61475584,1272.04507648,1328.99078144,1310.27992576,1320.99293184,1330.94506496,1266.60411392,1317.44546816,1294.3777792,1318.41540096,1301.21007104,1275.97789184,1258.66459136,1296.67792896,1316.1783296,1284.74857472,1342.52675072,1336.89786368,1317.21986048,1316.1504768,1220.5514752,1306.2029312,1337.37365504,1320.77879296,1311.73302272,1276.28673024,1338.1353472,1336.24512512,1316.02038784,1371.55264512,1321.37156608,1253.5857152,1306.7173888,1321.6374784,1315.6220928
25,1350.9640192,1340.99992576,1375.6833792,1383.18462976,1413.738496,1350.28211712,1397.38923008,1348.35273728,1365.59869952,1368.87025664,1401.17147648,1371.31655168,1404.78447616,1387.4806784,1336.25823232,1399.13232384,1377.65748736,1367.21088512,1380.98900992,1335.10479872,1365.03197696,1363.07703808,1346.62438912,1332.05458944,1374.00057856,1365.28953344,1371.00279808,1380.95460352,1316.61381632,1377.45514496,1344.38731776,1363.42503424,1361.219584,1335.98756864,1303.67438848,1346.68730368,1361.18812672,1334.75811328,1387.53654784,1381.90733312,1377.22953728,1366.16001536,1280.56098816,1351.21256448,1382.38328832,1365.78842624,1356.742656,1331.29633792,1383.14498048,1386.25482752,1376.0299008,1416.5622784,1371.38110464,1303.5954176,1356.7270912,1366.64711168,1375.63144192
26,1395.97348864,1401.00960256,1430.69315072,1443.19414272,1458.74812928,1405.29156096,1457.3985792,1408.36241408,1410.60849664,1423.87986432,1446.1812736,1421.32625408,1454.79401472,1447.49019136,1396.26774528,1444.14179328,1437.66700032,1427.22056192,1425.99880704,1385.11433728,1410.04161024,1423.08671488,1406.63373824,1377.06438656,1434.01009152,1415.299072,1426.01240576,1440.96428032,1366.62335488,1422.46477824,1399.39692544,1413.43473664,1421.22909696,1390.99717632,1358.68399616,1401.69723904,1406.19776,1389.7678848,1432.54618112,1436.91710464,1437.23905024,1421.16962304,1330.57069056,1396.2223616,1432.39299072,1415.79812864,1411.75226368,1386.3059456,1428.15461376,1446.26434048,1436.0395776,1476.5719552,1421.39080704,1348.60505088,1416.73660416,1411.65674496,1420.6410752
27,1455.98316544,1461.01911552,1485.7027584,1493.20384512,1508.75766784,1450.30119424,1512.40818688,1458.37195264,1465.61794048,1478.88930816,1501.19071744,1466.33588736,1514.80352768,1492.49982464,1451.27735296,1504.15147008,1492.676608,1472.23003136,1486.00832,1430.1241344,1470.0511232,1468.09618432,1456.64344064,1437.07389952,1479.01988864,1465.3087744,1481.02201344,1490.97398272,1421.63296256,1467.47457536,1449.406464,1468.44434432,1471.23879936,1436.0068096,1403.69362944,1456.70668288,1461.20720384,1449.77739776,1492.55569408,1486.9266432,1487.2485888,1466.17942016,1375.58048768,1456.23171072,1492.40250368,1470.80790016,1471.76177664,1446.31545856,1483.16422144,1506.27401728,1491.04902144,1531.58156288,1471.40050944,1403.61465856,1466.7464704,1461.66644736,1465.65087232
28,1500.99279872,1506.02891264,1535.71229696,1548.2134528,1558.7672064,1495.31082752,1557.417984,1513.38156032,1510.6277376,1528.8991744,1561.20039424,1511.34568448,1559.8133248,1542.50952704,1501.28689152,1549.1612672,1552.68612096,1522.23973376,1531.01795328,1475.13376768,1525.06056704,1513.1058176,1501.65307392,1492.0835072,1524.02935808,1510.31840768,1541.0315264,1540.98352128,1476.64257024,1522.4840192,1499.41633024,1523.45378816,1531.24831232,1491.01641728,1448.70326272,1506.71654912,1516.21681152,1494.78703104,1537.56532736,1536.9363456,1537.2582912,1516.18895872,1430.58993152,1516.24138752,1552.41201664,1515.8173696,1531.7712896,1501.32506624,1543.1737344,1561.28362496,1551.0585344,1591.59107584,1526.41011712,1458.62426624,1516.75600896,1521.67579648,1510.6605056
29,1556.0024064,1556.0384512,1585.72199936,1593.22308608,1608.77674496,1555.32017664,1612.42759168,1563.39126272,1555.63737088,1588.90852352,1606.21002752,1566.35529216,1614.82293248,1602.51904,1561.29640448,1599.17080576,1607.69572864,1577.24934144,1591.02746624,1535.14328064,1580.07001088,1563.11552,1556.66251776,1542.0932096,1574.03906048,1555.3282048,1586.04115968,1585.99315456,1521.65203968,1582.493696,1559.4258432,1568.46358528,1591.25782528,1541.02611968,1493.712896,1566.72606208,1566.22651392,1554.796544,1592.57493504,1581.94597888,1587.2679936,1566.19866112,1485.5995392,1576.25090048,1597.42164992,1570.82697728,1576.78092288,1561.33441536,1603.18324736,1611.29316352,1606.06830592,1651.60075264,1576.41965568,1518.6337792,1571.7654528,1571.68549888,1565.67027712
30,1616.01191936,1606.0481536,1635.73153792,1638.25287168,1658.78644736,1615.32985344,1662.43713024,1608.40073216,1600.64684032,1643.9181312,1651.2196608,1616.36483072,1674.83244544,1662.52855296,1611.30610688,1649.18034432,1667.7052416,1627.25888,1641.03716864,1585.15298304,1640.07952384,1613.12505856,1616.67219456,1602.10272256,1629.04866816,1605.33774336,1641.05076736,1636.00285696,1581.66171648,1637.50330368,1619.43535616,1628.47309824,1646.26743296,1586.03558912,1548.72250368,1616.73560064,1611.2361472,1609.80615168,1652.584448,1631.95568128,1647.27750656,1611.2082944,1545.60905216,1621.26053376,1652.4312576,1625.83658496,1626.79046144,1611.34411776,1648.19288064,1661.30302976,1666.07781888,1701.61045504,1631.42926336,1568.6434816,1631.77529344,1626.69494272,1610.6799104
31,1671.02152704,1661.05759744,1685.74124032,1698.26238464,1703.79608064,1675.33920256,1707.44659968,1658.41043456,1660.65651712,1693.9278336,1706.22926848,1676.37434368,1719.84224256,1717.53816064,1656.315904,1699.18988288,1717.714944,1672.26867712,1701.04684544,1640.16259072,1700.0890368,1668.1345024,1666.68156928,1652.1125888,1679.05837056,1655.34744576,1686.06040064,1681.01265408,1631.67141888,1682.5131008,1674.44512768,1683.48270592,1706.27710976,1631.0452224,1593.7323008,1671.74520832,1661.2458496,1669.81566464,1697.59424512,1691.96519424,1692.28713984,1671.2179712,1600.61882368,1676.27014144,1702.44096,1670.84621824,1671.80025856,1666.35372544,1698.20258304,1711.31256832,1711.08745216,1746.62008832,1676.43889664,1618.653184,1676.78476288,1681.7045504,1665.68951808
32,1726.03129856,1716.06736896,1745.75075328,1758.2718976,1763.80542976,1725.34890496,1757.45646592,1703.42006784,1715.6661248,1753.93734656,1766.23878144,1731.38395136,1779.85175552,1767.5476992,1716.32525312,1759.19955968,1762.72457728,1732.27819008,1761.0563584,1690.17229312,1760.09854976,1718.1442048,1716.69110784,1712.12193792,1734.0678144,1700.35707904,1741.07017216,1741.02216704,1691.68093184,1727.52257024,1719.45476096,1743.49221888,1751.28674304,1676.05501952,1653.74181376,1726.754816,1706.25531904,1729.8251776,1757.60359424,1741.97489664,1752.29681664,1731.22748416,1660.62833664,1726.27968,1762.45047296,1715.85601536,1721.80979712,1711.36319488,1758.212096,1771.32191744,1756.09708544,1801.62953216,1736.44857344,1678.6628608,1721.79456,1731.71441664,1710.69915136
33,1786.04081152,1766.07690752,1790.7605504,1818.28141056,1808.81522688,1775.35844352,1802.4660992,1748.42970112,1770.67556864,1803.94704896,1816.24848384,1786.39355904,1824.86122496,1827.557376,1761.3348864,1814.20916736,1812.73411584,1792.28786688,1816.06596608,1735.1819264,1810.10825216,1778.15371776,1766.70081024,1757.13173504,1779.07744768,1755.36668672,1801.07968512,1791.03186944,1746.69053952,1772.53220352,1779.46427392,1793.50175744,1806.29635072,1731.0646272,1713.75132672,1771.76428544,1761.26509056,1779.83488,1817.61327104,1786.98452992,1807.30642432,1786.23709184,1710.6378752,1781.28928768,1807.46010624,1760.8654848,1771.81949952,1766.3729664,1818.22160896,1816.3318784,1806.10678784,1861.63920896,1791.45801728,1723.67249408,1781.80407296,1776.72404992,1765.70875904
34,1836.05051392,1821.0865152,1840.77008896,1868.29111296,1853.82469632,1835.36779264,1852.4758016,1803.4393088,1815.68520192,1853.95642368,1876.2579968,1841.40316672,1869.87102208,1882.56698368,1811.3445888,1864.21870592,1872.74379264,1852.297216,1876.07547904,1780.19172352,1860.11779072,1828.16325632,1811.71027968,1807.14143744,1834.0872192,1800.37632,1861.08919808,1851.0413824,1791.7001728,1822.54190592,1829.47381248,1848.51152896,1851.30582016,1781.0743296,1758.76096,1831.77396224,1821.27460352,1829.84441856,1872.62287872,1841.99397376,1867.31610112,1841.24653568,1770.647552,1826.29892096,1867.4696192,1805.87511808,1821.82887424,1826.38247936,1868.23131136,1876.34122752,1851.11642112,1916.64881664,1851.46753024,1768.68212736,1841.81374976,1821.7336832,1825.718272
35,1881.0601472,1876.09612288,1885.77972224,1923.30072064,1898.8343296,1890.37740032,1897.48527104,1853.4490112,1870.69497344,1908.9661952,1936.26750976,1896.4127744,1929.88053504,1942.57649664,1861.35412736,1914.22840832,1932.7533056,1902.3069184,1921.08511232,1825.2013568,1905.12726016,1873.17305344,1856.71991296,1857.150976,1884.0969216,1845.38595328,1921.09871104,1901.0510848,1841.70971136,1882.55158272,1884.483584,1893.52116224,1901.3156864,1826.08396288,1808.77082624,1876.78359552,1871.28414208,1889.85409536,1917.63234816,1897.00374528,1912.3257344,1886.2563328,1820.65709056,1886.30859776,1927.47913216,1860.8848896,1881.8383872,1881.3919232,1918.24068608,1936.35090432,1911.12593408,1961.65844992,1906.47730176,1818.69182976,1896.82335744,1881.74319616,1885.72778496
36,1926.06994432,1921.10575616,1945.78939904,1978.3401472,1958.84367872,1935.3870336,1947.49497344,1898.45864448,1930.7044864,1953.97582848,1981.27714304,1941.42240768,1974.89016832,1987.58612992,1906.36392448,1969.238016,1977.76293888,1957.31652608,1981.09478912,1870.21082624,1960.13686784,1923.18242816,1916.72958976,1907.1606784,1939.10652928,1905.39563008,1976.10848256,1951.06062336,1896.71931904,1937.5611904,1944.49309696,1948.53076992,1946.32531968,1871.09359616,1853.78045952,1931.7932032,1931.29381888,1939.86363392,1977.64202496,1947.01344768,1972.33524736,1936.2660352,1880.66660352,1946.31811072,1982.48873984,1910.89442816,1926.84834816,1926.40172032,1968.25038848,1996.36041728,1966.13554176,2021.66796288,1951.48693504,1863.70146304,1946.83305984,1936.75264,1935.73748736
37,1976.07931904,1981.11543296,2000.79900672,2033.34991872,2003.85347584,1985.39657216,2002.50458112,1958.46815744,1985.71393024,1998.98546176,2031.28684544,2001.43208448,2034.89984512,2037.59599616,1966.37343744,2029.24736512,2037.77261568,2012.32613376,2036.1043968,1915.22062336,2010.14657024,1973.19196672,1971.7390336,1967.17019136,1999.11604224,1965.40514304,2021.11811584,2006.07039488,1951.72892672,1992.57063424,1994.50279936,2003.5403776,2006.33499648,1926.10320384,1898.7900928,1976.80300032,1981.30335744,1999.87314688,2032.65163264,2007.02312448,2027.34485504,1991.27564288,1930.67630592,1996.32781312,2042.49841664,1955.90422528,1976.85788672,1986.41123328,2028.25990144,2046.37011968,2011.14533888,2071.67782912,2001.4964736,1908.71109632,1996.8425984,1986.76267008,1990.74709504
38,2021.08911616,2041.12494592,2050.80854528,2078.359552,2063.86282496,2045.40608512,2047.5142144,2003.47779072,2045.72360704,2043.99509504,2081.29654784,2061.44159744,2089.9094528,2092.60544,2016.38313984,2074.25716224,2082.78224896,2062.33583616,2086.1140992,1970.2300672,2070.15591936,2028.2015744,2021.74857216,2022.17996288,2059.12571904,2010.41477632,2071.12781824,2056.08009728,1996.73856,2047.58040576,2054.51231232,2058.54982144,2066.3443456,1986.1127168,1958.79960576,2036.81251328,2026.31315456,2049.88284928,2082.6611712,2057.03266304,2082.35446272,2046.28525056,1990.68581888,2056.33732608,2092.5079552,2010.91383296,2036.86739968,2046.42074624,2088.2694144,2096.37982208,2071.15485184,2121.68720384,2056.50624512,1963.72086784,2056.85211136,2041.77211392,2050.75677184
